X1,offense,offense_conference,offense_score,defense,defense_conference,defense_score,drive_id,id,period,minutes,seconds,down,distance,yard_line,yards_to_goal,play_type,play_text,yards_gained,ppa,yards_gained_raw,simple_play_type,game_pd,id_by_quarter,time
266,Northwestern,Big Ten,3,Michigan State,Big Ten,7,4011122159,28,2,7,0,2,10,37,63,Pass Incompletion,Hunter Johnson pass incomplete,0.5,-0.6622137678957802,0,1,Michigan State 2,2.007,Q2 7M 0S
267,Northwestern,Big Ten,3,Michigan State,Big Ten,7,4011122159,29,2,6,33,3,10,37,63,Pass Reception,Hunter Johnson pass complete to Isaiah Bowser for 6 yds to the Nwest 43,6,0.14614681829434328,6,1,Michigan State 2,2.008,Q2 6M 33S
273,Northwestern,Big Ten,0,Minnesota,Big Ten,0,4011122361,1,1,14,55,1,10,25,75,Pass Incompletion,Hunter Johnson pass incomplete,0.5,-0.7029700220436519,0,1,Minnesota 1,0.9999999999999999,Q1 14M 55S
274,Northwestern,Big Ten,0,Minnesota,Big Ten,0,4011122361,2,1,14,50,2,10,25,75,Rush,Evan Hull run for 4 yds to the Nwest 29,4,-0.06222348980634162,4,2,Minnesota 1,1.0010000000000001,Q1 14M 50S
271,Northwestern,Big Ten,0,Minnesota,Big Ten,0,4011122361,3,1,14,15,3,6,29,71,Sack,Hunter Johnson sacked by Kamal Martin for a loss of 8 yards to the Nwest 21,-8,-0.5068228123226932,-8,1,Minnesota 1,1.002,Q1 14M 15S
287,Northwestern,Big Ten,0,Minnesota,Big Ten,7,4011122363,4,1,7,58,1,10,25,75,Rush,Drake Anderson run for 5 yds to the Nwest 30,5,0.0945451165334843,5,2,Minnesota 1,1.0030000000000001,Q1 7M 58S
289,Northwestern,Big Ten,0,Minnesota,Big Ten,7,4011122363,5,1,7,24,2,5,30,70,Sack,Hunter Johnson sacked by Sam Renner for a loss of 9 yards to the Nwest 21,-9,-1.287994661763264,-9,1,Minnesota 1,1.004,Q1 7M 24S
290,Northwestern,Big Ten,0,Minnesota,Big Ten,7,4011122363,6,1,7,3,3,14,21,79,Pass Incompletion,Hunter Johnson pass incomplete,0.5,-0.07856677894290696,0,1,Minnesota 1,1.0050000000000001,Q1 7M 3S
304,Northwestern,Big Ten,0,Minnesota,Big Ten,14,4011122365,7,1,4,58,1,10,24,76,Rush,Evan Hull run for 4 yds to the Nwest 28,4,-0.1089877410850981,4,2,Minnesota 1,1.006,Q1 4M 58S
300,Northwestern,Big Ten,0,Minnesota,Big Ten,14,4011122365,8,1,4,26,2,6,28,72,Rush,Evan Hull run for 4 yds to the Nwest 32,4,-0.1000757856181682,4,2,Minnesota 1,1.0070000000000001,Q1 4M 26S
298,Northwestern,Big Ten,0,Minnesota,Big Ten,14,4011122365,9,1,3,57,3,2,32,68,Rush,Evan Hull run for 4 yds to the Nwest 36 for a 1ST down,4,1.2074892623437261,4,2,Minnesota 1,1.008,Q1 3M 57S
299,Northwestern,Big Ten,0,Minnesota,Big Ten,14,4011122365,10,1,3,29,1,10,36,64,Rush,Evan Hull run for no gain to the Nwest 36,0.5,-1.041155320344064,0,2,Minnesota 1,1.0090000000000001,Q1 3M 29S
297,Northwestern,Big Ten,0,Minnesota,Big Ten,14,4011122365,11,1,2,54,2,10,36,64,Rush,Evan Hull run for 4 yds to the Nwest 40,4,-0.1156741285975409,4,2,Minnesota 1,1.01,Q1 2M 54S
302,Northwestern,Big Ten,0,Minnesota,Big Ten,14,4011122365,12,1,2,16,3,6,40,60,Rush,Hunter Johnson run for a loss of 3 yards to the Nwest 37,-3,-0.7876318948609047,-3,2,Minnesota 1,1.0110000000000001,Q1 2M 16S
315,Northwestern,Big Ten,0,Minnesota,Big Ten,21,4011122367,13,2,12,1,1,10,35,65,Fumble Recovery (Own),"Hunter Johnson sacked by Antoine Winfield Jr. for a loss of 20 yards to the Nwest 15 Hunter Johnson fumbled, forced by Antoine Winfield Jr., recovered by Nwest Drake Anderson , return for 0 yards",-20,-2.127480006772413,-20,2,Minnesota 2,2,Q2 12M 1S
317,Northwestern,Big Ten,0,Minnesota,Big Ten,21,4011122367,14,2,11,16,2,30,15,85,Rush,Drake Anderson run for a loss of 2 yards to the Nwest 13,-2,-0.0276234184444517,-2,2,Minnesota 2,2.001,Q2 11M 16S
316,Northwestern,Big Ten,0,Minnesota,Big Ten,21,4011122367,15,2,10,28,3,32,13,87,Rush,Jesse Brown run for 14 yds to the Nwest 27,14,0.04967657015533966,14,2,Minnesota 2,2.0020000000000002,Q2 10M 28S
327,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,16,2,9,27,1,10,31,69,Rush,Evan Hull run for 4 yds to the Nwest 35,4,-0.1445206744011678,4,2,Minnesota 2,2.003,Q2 9M 27S
326,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,17,2,8,53,2,6,35,65,Rush,Evan Hull run for 4 yds to the Nwest 39,4,-0.1365320661346115,4,2,Minnesota 2,2.004,Q2 8M 53S
325,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,18,2,8,26,3,2,39,61,Rush,Andrew Marty run for 3 yds to the Nwest 42 for a 1ST down,3,1.3266405336115135,3,2,Minnesota 2,2.005,Q2 8M 26S
323,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,19,2,7,59,1,10,42,58,Rush,Evan Hull run for no gain to the Nwest 42,0.5,-1.1496266880203319,0,2,Minnesota 2,2.0060000000000002,Q2 7M 59S
324,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,20,2,7,28,2,10,42,58,Rush,Evan Hull run for 11 yds to the Minn 47 for a 1ST down,11,2.0981276587932176,11,2,Minnesota 2,2.007,Q2 7M 28S
334,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,21,2,6,58,1,10,53,47,Rush,Drake Anderson run for 2 yds to the Minn 45,2,-0.583582209593514,2,2,Minnesota 2,2.008,Q2 6M 58S
321,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,22,2,6,34,2,8,55,45,Rush,Andrew Marty run for a loss of 2 yards to the Minn 47,-2,-1.526948283815175,-2,2,Minnesota 2,2.009,Q2 6M 34S
322,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,23,2,6,1,3,10,53,47,Pass Reception,Andrew Marty pass complete to Malik Washington for 11 yds to the Minn 36 for a 1ST down,11,2.712954639661323,11,1,Minnesota 2,2.0100000000000002,Q2 6M 1S
328,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,24,2,5,38,1,10,64,36,Rush,Jesse Brown run for 13 yds to the Minn 23 for a 1ST down,13,0.3468004169425675,13,2,Minnesota 2,2.011,Q2 5M 38S
329,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,25,2,5,17,1,10,77,23,Rush,Jesse Brown run for 2 yds to the Minn 21,2,-0.2265058372460335,2,2,Minnesota 2,2.012,Q2 5M 17S
331,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,26,2,4,51,2,8,79,21,Rush,Andrew Marty run for 11 yds to the Minn 10 for a 1ST down,11,0.37665667306782,11,2,Minnesota 2,2.013,Q2 4M 51S
333,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,27,2,4,14,1,10,90,10,Rush,Andrew Marty run for no gain to the Minn 10,0.5,-0.2853930592519426,0,2,Minnesota 2,2.0140000000000002,Q2 4M 14S
332,Northwestern,Big Ten,2,Minnesota,Big Ten,21,4011122369,28,2,3,38,2,10,90,10,Rush,Andrew Marty run for 1 yd to the Minn 9,1,-0.2108927532308514,1,2,Minnesota 2,2.015,Q2 3M 38S
335,Northwestern,Big Ten,9,Minnesota,Big Ten,21,4011122369,29,2,2,52,3,9,91,9,Passing Touchdown,Jace James 9 Yd pass from Andrew Marty (Charlie Kuhbander Kick),9,3.010112654732236,9,1,Minnesota 2,2.016,Q2 2M 52S
336,Northwestern,Big Ten,0,Nebraska,Big Ten,0,4011122421,1,1,15,0,1,15,80,80,Rush,Drake Anderson run for 1 yd to the Nwest 21,1,-0.2749427738489141,1,2,Nebraska 1,0.9999999999999999,Q1 15M 0S
340,Northwestern,Big Ten,0,Nebraska,Big Ten,0,4011122421,2,1,15,0,3,12,77,77,Rush,John Moten IV run for 2 yds to the Nwest 25,2,-0.0746212629453398,2,2,Nebraska 1,1.0010000000000001,Q1 15M 0S
341,Northwestern,Big Ten,0,Nebraska,Big Ten,0,4011122421,3,1,15,0,2,14,79,79,Pass Reception,Aidan Smith pass complete to Drake Anderson for 2 yds to the Nwest 23,2,-0.11780597257035284,2,1,Nebraska 1,1.002,Q1 15M 0S
347,Northwestern,Big Ten,0,Nebraska,Big Ten,0,4011122423,4,1,11,44,3,14,78,78,Pass Reception,Aidan Smith pass complete to JJ Jefferson for 10 yds to the Nwest 32,10,0.23447180007587143,10,1,Nebraska 1,1.0030000000000001,Q1 11M 44S
348,Northwestern,Big Ten,0,Nebraska,Big Ten,0,4011122423,5,1,11,44,1,10,74,74,Rush,Evan Hull run for a loss of 5 yards to the Nwest 21,-5,-1.1194793475551865,-5,2,Nebraska 1,1.004,Q1 11M 44S
349,Northwestern,Big Ten,0,Nebraska,Big Ten,0,4011122423,6,1,11,44,1,10,90,90,Rush,Evan Hull run for 5 yds to the Nwest 15,5,0.06984181917010533,5,2,Nebraska 1,1.0050000000000001,Q1 11M 44S
351,Northwestern,Big Ten,0,Nebraska,Big Ten,0,4011122423,7,1,11,44,3,5,85,85,Pass Reception,Aidan Smith pass complete to JJ Jefferson for 11 yds to the Nwest 26 for a 1ST down,11,1.1069103366126516,11,1,Nebraska 1,1.006,Q1 11M 44S
352,Northwestern,Big Ten,0,Nebraska,Big Ten,0,4011122423,8,1,11,44,2,5,85,85,Rush,Evan Hull run for no gain to the Nwest 15,0.5,-0.3896842151065183,0,2,Nebraska 1,1.0070000000000001,Q1 11M 44S
353,Northwestern,Big Ten,0,Nebraska,Big Ten,0,4011122423,9,1,11,44,2,15,79,79,Rush,Evan Hull run for 1 yd to the Nwest 22,1,-0.1349729443312464,1,2,Nebraska 1,1.008,Q1 11M 44S
362,Northwestern,Big Ten,0,Nebraska,Big Ten,7,4011122425,10,1,4,25,3,11,76,76,Pass Reception,Aidan Smith pass complete to Riley Lees for 3 yds to the Nwest 27,3,-0.05985762423817764,3,1,Nebraska 1,1.0090000000000001,Q1 4M 25S
363,Northwestern,Big Ten,0,Nebraska,Big Ten,7,4011122425,11,1,4,25,1,10,75,75,Rush,Kyric McGowan run for a loss of 2 yards to the Nwest 23,-2,-0.8852575132705454,-2,2,Nebraska 1,1.01,Q1 4M 25S
366,Northwestern,Big Ten,0,Nebraska,Big Ten,7,4011122425,12,1,4,25,2,12,77,77,Rush,Drake Anderson run for 1 yd to the Nwest 24,1,-0.21050634440394234,1,2,Nebraska 1,1.0110000000000001,Q1 4M 25S
374,Northwestern,Big Ten,0,Nebraska,Big Ten,7,4011122427,13,1,0,55,1,10,93,93,Rush,Evan Hull run for 2 yds to the Nwest 9,2,-0.19818242222171722,2,2,Nebraska 1,1.012,Q1 0M 55S
376,Northwestern,Big Ten,0,Nebraska,Big Ten,7,4011122427,14,1,0,55,2,8,91,91,Rush,Aidan Smith run for 11 yds to the Nwest 20 for a 1ST down,11,0.685631838518665,11,2,Nebraska 1,1.0130000000000001,Q1 0M 55S
373,Northwestern,Big Ten,0,Nebraska,Big Ten,7,4011122427,15,2,15,0,2,10,80,80,Rush,Evan Hull run for no gain to the Nwest 20,0.5,-0.2608138520764314,0,2,Nebraska 2,2,Q2 15M 0S
375,Northwestern,Big Ten,0,Nebraska,Big Ten,7,4011122427,16,2,15,0,1,10,80,80,Pass Incompletion,Aidan Smith pass incomplete,0.5,-0.5586693796725282,0,1,Nebraska 2,2.001,Q2 15M 0S
377,Northwestern,Big Ten,0,Nebraska,Big Ten,7,4011122427,17,2,15,0,3,10,80,80,Rush,Aidan Smith run for 8 yds to the Nwest 28,8,0.1765154413509773,8,2,Nebraska 2,2.0020000000000002,Q2 15M 0S
389,Northwestern,Big Ten,0,Nebraska,Big Ten,10,4011122429,18,2,8,15,1,10,35,35,Pass Incompletion,Aidan Smith pass incomplete to Kyric McGowan,0.5,-0.6918622905019662,0,1,Nebraska 2,2.003,Q2 8M 15S
390,Northwestern,Big Ten,0,Nebraska,Big Ten,10,4011122429,19,2,8,15,3,9,34,34,Rush,Aidan Smith run for 11 yds to the Neb 23 for a 1ST down,11,1.703742368234371,11,2,Nebraska 2,2.004,Q2 8M 15S
391,Northwestern,Big Ten,0,Nebraska,Big Ten,10,4011122429,20,2,8,15,3,13,26,26,Pass Reception,Aidan Smith pass complete to Ramaud Chiaokhiao-Bowman for 4 yds to the Neb 22,4,-0.1414251872016622,4,1,Nebraska 2,2.005,Q2 8M 15S
392,Northwestern,Big Ten,0,Nebraska,Big Ten,10,4011122429,21,2,8,15,2,10,23,23,Rush,Aidan Smith run for a loss of 3 yards to the Neb 26,-3,-1.0371418724040868,-3,2,Nebraska 2,2.0060000000000002,Q2 8M 15S
394,Northwestern,Big Ten,0,Nebraska,Big Ten,10,4011122429,22,2,8,15,1,10,23,23,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0.5,-0.4181180581276075,0,1,Nebraska 2,2.007,Q2 8M 15S
396,Northwestern,Big Ten,0,Nebraska,Big Ten,10,4011122429,23,2,8,15,2,10,45,45,Rush,Drake Anderson run for 10 yds to the Neb 35 for a 1ST down,10,NA,10,2,Nebraska 2,2.008,Q2 8M 15S
397,Northwestern,Big Ten,0,Nebraska,Big Ten,10,4011122429,24,2,8,15,1,10,45,45,Pass Incompletion,Aidan Smith pass incomplete to JJ Jefferson,0.5,-0.997770018980635,0,1,Nebraska 2,2.009,Q2 8M 15S
398,Northwestern,Big Ten,0,Nebraska,Big Ten,10,4011122429,25,2,8,15,2,10,35,35,Rush,Drake Anderson run for 1 yd to the Neb 34,1,-0.7032689720266774,1,2,Nebraska 2,2.0100000000000002,Q2 8M 15S
410,Northwestern,Big Ten,0,Stanford,Pac-12,0,4011122452,1,1,10,17,1,10,64,64,Rush,Isaiah Bowser run for 4 yds to the Nwest 40,4,-0.1622709044233037,4,2,Stanford 1,0.9999999999999999,Q1 10M 17S
409,Northwestern,Big Ten,0,Stanford,Pac-12,0,4011122452,2,1,10,9,2,6,60,60,Pass Incompletion,Hunter Johnson pass incomplete,0.5,-0.9945585445183011,0,1,Stanford 1,1.0010000000000001,Q1 10M 9S
417,Northwestern,Big Ten,0,Stanford,Pac-12,0,4011122454,3,1,8,55,1,10,90,90,Rush,Isaiah Bowser run for 5 yds to the Nwest 15,5,0.06984181917010533,5,2,Stanford 1,1.002,Q1 8M 55S
418,Northwestern,Big Ten,0,Stanford,Pac-12,0,4011122454,4,1,8,20,2,5,85,85,Pass Reception,Hunter Johnson pass complete to Riley Lees for 3 yds to the Nwest 18,3,-0.1605731577599014,3,1,Stanford 1,1.0030000000000001,Q1 8M 20S
419,Northwestern,Big Ten,0,Stanford,Pac-12,0,4011122454,5,1,8,1,3,2,82,82,Pass Incompletion,Hunter Johnson pass incomplete to Kyric McGowan,0.5,-0.30013626527500303,0,1,Stanford 1,1.004,Q1 8M 1S
438,Northwestern,Big Ten,0,Stanford,Pac-12,0,4011122456,6,2,13,55,1,10,80,80,Rush,Drake Anderson run for a loss of 1 yard to the Nwest 19,-1,-0.6343354265717327,-1,2,Stanford 2,2,Q2 13M 55S
439,Northwestern,Big Ten,0,Stanford,Pac-12,0,4011122456,7,2,13,23,2,11,81,81,Rush,Drake Anderson run for 6 yds to the Nwest 25,6,0.11346638421512356,6,2,Stanford 2,2.001,Q2 13M 23S
436,Northwestern,Big Ten,0,Stanford,Pac-12,0,4011122456,8,2,12,58,3,5,75,75,Rush,Hunter Johnson run for 7 yds to the Nwest 32 for a 1ST down,7,1.3876161223198524,7,2,Stanford 2,2.0020000000000002,Q2 12M 58S
441,Northwestern,Big Ten,0,Stanford,Pac-12,0,4011122456,9,2,12,32,1,10,68,68,Rush,Hunter Johnson run for 5 yds to the Nwest 37,5,0.1056805473653828,5,2,Stanford 2,2.003,Q2 12M 32S
435,Northwestern,Big Ten,0,Stanford,Pac-12,0,4011122456,10,2,12,1,2,5,63,63,Rush,Isaiah Bowser run for 4 yds to the Nwest 41,4,-0.1513892304549564,4,2,Stanford 2,2.004,Q2 12M 1S
440,Northwestern,Big Ten,0,Stanford,Pac-12,0,4011122456,11,2,11,46,3,1,59,59,Rush,Hunter Johnson run for no gain to the Nwest 41,0.5,-0.9236922405654342,0,2,Stanford 2,2.005,Q2 11M 46S
459,Northwestern,Big Ten,0,Stanford,Pac-12,7,4011122458,12,2,2,59,1,10,75,75,Pass Reception,TJ Green pass complete to Bennett Skowronek for 14 yds to the Nwest 39 for a 1ST down,14,1.2227390832564555,14,1,Stanford 2,2.0060000000000002,Q2 2M 59S
461,Northwestern,Big Ten,0,Stanford,Pac-12,7,4011122458,13,2,2,48,1,10,61,61,Pass Reception,TJ Green pass complete to Riley Lees for 8 yds to the Nwest 47,8,1.0249684172285607,8,1,Stanford 2,2.007,Q2 2M 48S
468,Northwestern,Big Ten,0,Stanford,Pac-12,7,4011122458,14,2,2,15,2,2,53,53,Rush,Isaiah Bowser run for no gain to the Nwest 47,0.5,-1.356977712417006,0,2,Stanford 2,2.008,Q2 2M 15S
462,Northwestern,Big Ten,0,Stanford,Pac-12,7,4011122458,15,2,1,49,3,2,53,53,Pass Reception,TJ Green pass complete to Kyric McGowan for 2 yds to the Nwest 49 for a 1ST down,2,NA,2,1,Stanford 2,2.009,Q2 1M 49S
460,Northwestern,Big Ten,0,Stanford,Pac-12,7,4011122458,16,2,1,27,1,10,51,51,Rush,TJ Green run for 13 yds to the Stanf 38 for a 1ST down,13,0.828774555307751,13,2,Stanford 2,2.0100000000000002,Q2 1M 27S
465,Northwestern,Big Ten,0,Stanford,Pac-12,7,4011122458,17,2,1,24,1,15,43,43,Pass Reception,TJ Green pass complete to JJ Jefferson for 8 yds to the Stanf 35,8,0.5948310358154886,8,1,Stanford 2,2.011,Q2 1M 24S
466,Northwestern,Big Ten,0,Stanford,Pac-12,7,4011122458,18,2,1,11,2,7,35,35,Rush,TJ Green run for 1 yd to the Stanf 34,1,-0.6686841413103402,1,2,Stanford 2,2.012,Q2 1M 11S
469,Northwestern,Big Ten,0,Stanford,Pac-12,7,4011122458,19,2,0,46,3,6,34,34,Pass Incompletion,TJ Green pass incomplete to Riley Lees,0.5,-1.0211448619280805,0,1,Stanford 2,2.013,Q2 0M 46S
467,Northwestern,Big Ten,0,Stanford,Pac-12,7,4011122458,20,2,0,40,4,6,34,34,Pass Incompletion,TJ Green pass incomplete to Kyric McGowan,0.5,-1.9681752326443522,0,1,Stanford 2,2.0140000000000002,Q2 0M 40S
481,Northwestern,Big Ten,0,UNLV,Mountain West,0,4011122461,1,1,15,0,1,10,25,75,Rush,Jesse Brown run for 3 yds to the Nwest 28,3,-0.2957674139440157,3,2,UNLV 1,0.9999999999999999,Q1 15M 0S
482,Northwestern,Big Ten,0,UNLV,Mountain West,0,4011122461,2,1,15,0,1,10,86,14,Rush,Drake Anderson run for 13 yds to the UNLV 1 for a 1ST down,13,1.6102619000586385,13,2,UNLV 1,1.0010000000000001,Q1 15M 0S
484,Northwestern,Big Ten,0,UNLV,Mountain West,0,4011122461,3,1,15,0,3,7,28,72,Pass Reception,"Hunter Johnson pass complete to Bennett Skowronek for 20 yds to the UNLV 48 for a 1ST down UNLV Penalty, roughing passer (15 Yards) to the UNLV 37 for a 1ST down",35,3.881545630400617,35,1,UNLV 1,1.002,Q1 15M 0S
485,Northwestern,Big Ten,0,UNLV,Mountain West,0,4011122461,4,1,15,0,2,7,28,72,Pass Incompletion,"Hunter Johnson pass incomplete to Charlie Mangieri, broken up by Evan Austrie",0.5,-0.5594317282120231,0,1,UNLV 1,1.0030000000000001,Q1 15M 0S
486,Northwestern,Big Ten,0,UNLV,Mountain West,0,4011122461,5,1,15,0,1,10,63,37,Rush,Jesse Brown run for 5 yds to the UNLV 32,5,0.0836657996975912,5,2,UNLV 1,1.004,Q1 15M 0S
487,Northwestern,Big Ten,0,UNLV,Mountain West,0,4011122461,6,1,15,0,3,5,68,32,Rush,Jesse Brown run for 2 yds to the UNLV 30,2,-0.5361706062732223,2,2,UNLV 1,1.0050000000000001,Q1 15M 0S
488,Northwestern,Big Ten,0,UNLV,Mountain West,0,4011122461,7,1,15,0,2,5,68,32,Pass Incompletion,Hunter Johnson pass incomplete to Riley Lees,0.5,-0.773059138019652,0,1,UNLV 1,1.006,Q1 15M 0S
489,Northwestern,Big Ten,0,UNLV,Mountain West,0,4011122461,8,1,15,0,4,3,70,30,Pass Reception,Hunter Johnson pass complete to Kyric McGowan for 16 yds to the UNLV 14 for a 1ST down,16,1.7286894008929448,16,1,UNLV 1,1.0070000000000001,Q1 15M 0S
480,Northwestern,Big Ten,7,UNLV,Mountain West,0,4011122461,9,1,12,32,1,1,99,1,Rushing Touchdown,"Hunter Johnson run for 1 yd for a TD, (Charlie Kuhbander KICK)",1,0.938021275120443,1,2,UNLV 1,1.008,Q1 12M 32S
496,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,10,1,11,14,2,5,47,53,Rush,Jesse Brown run for 9 yds to the UNLV 44 for a 1ST down,9,1.0387813027862371,9,2,UNLV 1,1.0090000000000001,Q1 11M 14S
497,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,11,1,11,14,1,10,42,58,Rush,Jesse Brown run for 5 yds to the Nwest 47,5,0.110039551743057,5,2,UNLV 1,1.01,Q1 11M 14S
498,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,12,1,11,14,1,10,56,44,Pass Reception,Hunter Johnson pass complete to Bennett Skowronek for 8 yds to the UNLV 36,8,0.7112152626061283,8,1,UNLV 1,1.0110000000000001,Q1 11M 14S
499,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,13,1,11,14,2,2,64,36,Pass Reception,Hunter Johnson pass complete to Malik Washington for 8 yds to the UNLV 28 for a 1ST down,8,-0.062347379234538,8,1,UNLV 1,1.012,Q1 11M 14S
500,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,14,1,11,14,1,10,72,28,Rush,Jesse Brown run for 12 yds to the UNLV 16 for a 1ST down,12,0.1952917528460566,12,2,UNLV 1,1.0130000000000001,Q1 11M 14S
501,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,15,1,11,14,2,17,77,23,Rush,Drake Anderson run for 8 yds to the UNLV 15,8,0.347178976808049,8,2,UNLV 1,1.014,Q1 11M 14S
502,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,16,1,11,14,1,10,84,16,Sack,Hunter Johnson sacked by Jericho Flowers for a loss of 7 yards to the UNLV 23,-7,-0.9628118983434356,-7,1,UNLV 1,1.0150000000000001,Q1 11M 14S
503,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,17,1,11,14,2,22,13,87,Rush,Hunter Johnson run for 14 yds to the Nwest 27,14,0.3240238171816552,14,2,UNLV 1,1.016,Q1 11M 14S
504,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,18,1,11,14,1,10,25,75,Rush,Drake Anderson run for 1 yd to the Nwest 26,1,-0.5874795431016855,1,2,UNLV 1,1.0170000000000001,Q1 11M 14S
505,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,19,1,11,14,3,9,85,15,Pass Incompletion,"Hunter Johnson pass incomplete to Kyric McGowan, broken up by Myles Plummer",0.5,-0.5483985701763937,0,1,UNLV 1,1.018,Q1 11M 14S
517,Northwestern,Big Ten,10,UNLV,Mountain West,7,4011122465,20,1,2,59,2,5,64,36,Rush,Hunter Johnson run for 11 yds to the UNLV 25 for a 1ST down,11,0.451845986541839,11,2,UNLV 1,1.0190000000000001,Q1 2M 59S
519,Northwestern,Big Ten,10,UNLV,Mountain West,7,4011122465,21,1,2,59,1,10,59,41,Rush,Jesse Brown run for 5 yds to the UNLV 36,5,0.0885892770886229,5,2,UNLV 1,1.02,Q1 2M 59S
520,Northwestern,Big Ten,10,UNLV,Mountain West,7,4011122465,22,1,2,59,1,10,24,76,Rush,Jesse Brown run for 35 yds to the UNLV 41 for a 1ST down,35,2.9050987175192713,35,2,UNLV 1,1.0210000000000001,Q1 2M 59S
533,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,23,2,10,49,1,10,75,25,Rush,Drake Anderson run for 9 yds to the UNLV 16,9,0.6477408231634345,9,2,UNLV 2,2,Q2 10M 49S
534,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,24,2,10,49,2,1,84,16,Rush,Hunter Johnson run for 4 yds to the UNLV 12 for a 1ST down,4,-0.4777510029333025,4,2,UNLV 2,2.001,Q2 10M 49S
541,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,25,2,10,49,1,10,33,67,Rush,Drake Anderson run for 2 yds to the Nwest 35,2,-0.600458473868767,2,2,UNLV 2,2.0020000000000002,Q2 10M 49S
542,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,26,2,10,49,2,8,35,65,Pass Reception,Hunter Johnson pass complete to Bennett Skowronek for 13 yds to the Nwest 48 for a 1ST down,13,2.0214608542994847,13,1,UNLV 2,2.003,Q2 10M 49S
543,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,27,2,10,49,1,10,48,52,Pass Reception,Hunter Johnson pass complete to Malik Washington for 1 yd to the Nwest 49,1,-0.9023678946876946,1,1,UNLV 2,2.004,Q2 10M 49S
544,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,28,2,10,49,2,9,49,51,Pass Reception,"Hunter Johnson pass complete to JJ Jefferson for 11 yds to the NORTHWSTRN 40 for a 1ST down UNLV Penalty, personal foul (15 Yards) to the UNLV 25 for a 1ST down",26,2.210337821132068,26,1,UNLV 2,2.005,Q2 10M 49S
535,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,29,2,7,49,3,10,88,12,Pass Incompletion,Hunter Johnson pass incomplete to Jesse Brown,0.5,-0.4881360085064532,0,1,UNLV 2,2.0060000000000002,Q2 7M 49S
536,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,30,2,7,49,2,8,90,10,Rush,Jesse Brown run for 3 yds to the UNLV 7,3,-0.090917661441286,3,2,UNLV 2,2.007,Q2 7M 49S
545,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,31,2,7,49,1,15,83,17,Rush,Drake Anderson run for 7 yds to the UNLV 10,7,0.161982762107255,7,2,UNLV 2,2.008,Q2 7M 49S
554,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,32,2,3,45,1,10,14,86,Pass Reception,"Hunter Johnson pass complete to Bennett Skowronek for 16 yds to the Nwest 30 for a 1ST down UNLV Penalty, personal foul (Drew Tejchman) to the Nwest 45 for a 1ST down",31,2.383453579012534,31,1,UNLV 2,2.009,Q2 3M 45S
555,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,33,2,3,45,2,7,74,26,Pass Incompletion,"Hunter Johnson pass incomplete to Ramaud Chiaokhiao-Bowman, broken up by Rayshad Jackson",0.5,-0.60040272366439,0,1,UNLV 2,2.0100000000000002,Q2 3M 45S
556,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,34,2,3,45,3,7,74,26,Pass Incompletion,Hunter Johnson pass incomplete to Drake Anderson,0.5,-0.838327281363819,0,1,UNLV 2,2.011,Q2 3M 45S
557,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,35,2,3,45,1,10,71,29,Rush,Hunter Johnson run for 3 yds to the UNLV 26,3,-0.165753158468877,3,2,UNLV 2,2.012,Q2 3M 45S
